title,date,url,content,parsed_date,year,month,year_month,region,districts,sentiment_score,positive_count,negative_count,sentiment_label
토지거래허가구역도 풀릴까…재지정 결정 앞두고 시장 촉각,2023.01.24 17:30,https://www.joongang.co.kr/article/25135570,"서울시는 2020년 6월 국제교류복합지구 및 인근 지역인 강남구 청담·대치·삼성동, 송파구 잠실동을 토지거래허가구역으로 지정한 데 이어, 이듬해인 2021년 4월에는 주요 재건축 단지가 밀집한 강남구 압구정동, 영등포구 여의도동, 성동구 성수동, 양천구 목동 일대를 토지거래허가구역으로 묶었다. 영등포구 여의도동의 재건축 아파트 단지 16곳의 경우 2021년 132건이 거래됐지만, 지난해 거래는 32건에 불과했다. 송파구 잠실동의 한 공인중개사는 ""집값이 크게 떨어진 지금을 갭투자 적기라고 생각하는 대기수요가 늘고 있다""며 ""만약 6월에 잠실동이 토지거래허가구역에서 해제될 경우 집값이 1~2억원은 뛸 것""이라고 예상했다.",2023-01-24,2023,1,2023-01,강남구,"강남구, 송파구",1.0,2,0,긍정
규제 완화에 설연휴 '반강제 관망'...서울 집값 하락폭 4주째 축소,2023.01.26 14:44,https://www.joongang.co.kr/article/25136083,"26일 한국부동산원에 따르면 이번 주(23일 기준) 서울 아파트값은 일주일 전보다 0.31% 내렸다. 서울 25개 구 아파트값을 보면 강남구가 0.11% 하락하며 지난주(-0.25%) 대비 낙폭이 크게 줄었다. 반면 강서구(-0.66%)와 금천구(-0.55%), 강동구(-0.47%), 성동구(-0.31%) 등은 전주보다 하락 폭이 커졌다.",2023-01-26,2023,1,2023-01,강남구,강남구,-1.0,0,2,부정
"""90년대엔 압구정급 집값"" 규제완화에 확 달라진 이 아파트 [돈 버는 아파트 완전정복]",2023.01.27 00:15,https://www.joongang.co.kr/article/25136256,"1990년 1월 기준 성산시영 전용면적 51㎡가 7000만원대, 강남구 압구정동 한양1차 전용 50㎡는 7500만원 정도였습니다. 성산시영이 투자 유망 아파트로 본격적으로 관심을 받은 건 2014년 ‘9·1 부동산 대책’ 발표 이후 수혜 단지로 꼽히면서입니다. 이 덕에 2014년 이 아파트 전용 50㎡ 매매가는 1년 만에 20%가량 올랐습니다.",2023-01-27,2023,1,2023-01,강남구,강남구,0.0,1,1,중립
1·3대책 이후 급매물은 팔리는데…매도·매수 '눈치싸움' 극심,2023.01.29 17:30,https://www.joongang.co.kr/article/25136656,"""집주인이 호가를 낮춘 급매물만 조금씩 팔려요"".(서울 마포구 공인중개사)  ""거래가 성사되고 가격도 다시 오릅니다"".(서울 송파구 공인중개사)    대대적인 부동산 규제 완화책이 담긴 ‘1·3 대책’ 이후 서울 아파트 매매시장이 미세하게 변화하고 있다. 서울부동산정보광장에 따르면 서울 아파트 거래량(신고일 기준)은 지난해 10월 559건으로 역대 최저치를 기록한 뒤 3개월 연속 증가세다. 한국부동산원 조사 결과 지난 23일 기준 서울 아파트값은 전주 대비 0.31% 하락해 1·3 대책 이후 낙폭이 3주 연속 축소됐다.",2023-01-29,2023,1,2023-01,송파구,송파구,-0.5,1,3,부정
급매물은 조금씩 손바뀜…부동산시장 빙하기 끝나나,2023.01.30 00:03,https://www.joongang.co.kr/article/25136726,"""집주인이 호가를 낮춘 급매물만 조금씩 팔려요"".(서울 마포구 공인중개사)    ""거래가 성사되고 가격도 다시 오릅니다"".(서울 송파구 공인중개사)    대대적인 부동산 규제 완화책이 담긴 ‘1·3 대책’ 이후 서울 아파트 매매시장이 미세하게 변화하고 있다. 서울부동산정보광장에 따르면 서울 아파트 거래량(신고일 기준)은 지난해 10월 559건으로 역대 최저치를 기록한 뒤 3개월 연속 증가세다. 한국부동산원 조사 결과 지난 23일 기준 서울 아파트값은 전주 대비 0.31% 하락해 1·3 대책 이후 낙폭이 3주 연속 축소됐다.",2023-01-30,2023,1,2023-01,송파구,송파구,-1.0,0,2,부정
“엄청난 부의 이동 온다” 압구정 재건축의 모든 것유료 전용,2023.01.31 14:38,https://www.joongang.co.kr/article/25137205,"준공 반세기를 바라보는 압구정 아파트 단지들은 현재 6개 특별계획구역으로 나눠 재건축 사업을 진행하고 있습니다. 87년까지 14차에 이르는 현대아파트가 건설됐고, 한양건설이 시공한 한양아파트까지 들어서면서 압구정동 일대는 1만 가구 규모의 대형 아파트 단지로 탈바꿈합니다. 압구정동 아파트 단지 재건축 사업은 2016년 10월 서울시가 ‘압구정 아파트지구 지구단위계획’이란 이름의 개발 청사진을 내놨습니다.",2023-01-31,2023,1,2023-01,강남구,강남구,1.0,2,0,긍정
"전세가율 11년 만에 최저…""전셋값 급락, 집값 더 끌어내릴 것""",2023.02.05 17:38,https://www.joongang.co.kr/article/25138361,"전용 84㎡ 기준 서울 아파트의 매매 대비 전셋값 차는 평균 7억여 원 수준으로 벌어진 것이다. 9510가구 규모의 서울 송파구 가락동 헬리오시티의 전용면적 84㎡의 경우 KB시세(일반평균가)를 기준으로 지난해 9월 초만 해도 전세가율이 55~56%(매매 시세 21억, 전세 11억8333만원) 수준이었다. 지난달 25일 한국은행이 공개한 ‘금융·경제 이슈 분석’ 보고서에 따르면 ""최근 주택시장에서 매맷값 하락이 전셋값 하락을 불러오고, 낮아진 전셋값이 다시 매맷값을 끌어내리는 ‘연쇄작용’으로 부진이 심화하고 있다""고 진단했다.",2023-02-05,2023,2,2023-02,송파구,송파구,-1.0,0,2,부정
"압구정 현백을 상가로 쓴다, 평당 1.5억 노리는 ‘신현대’유료 전용",2023.02.07 15:46,https://www.joongang.co.kr/article/25138871,"박합수 건국대 부동산대학원 겸임교수는 ""신현대는 단일 단지로 압구정 지역에서 재건축 추진 속도가 가장 빠르다""며 ""현재 183% 용적률이 300% 남짓으로 변경된다면 35~61평대의 중대형 세대인 신현대는 기존 면적을 조합원분에서 빼지 않고도 일반 분양에 쓸 수 있다""고 했습니다. 그러면서 ""1848가구가 3000가구 수준으로 바뀌면 공공 아파트분을 고려해도 1000가구 가까이가 일반 분양으로 나올 것이고 사업성도 충분히 확보할 수 있다""며 ""신현대도 압구정 재건축의 핵심으로 꼽히는 구현대(3구역) 못지않게 입지가 강화될 역량을 갖춰 충분히 주목해볼 만하다""고 덧붙였습니다. 압구정 현대아파트는 재건축 후 국내 최고가 아파트가 될 것이란 확신과 함께, 건설업계에선 압구정동 아파트 사업을 누가 따내느냐에 따라 앞으로 주택 업계 판도가 뒤바뀔 수 있다는 관측도 나옵니다.",2023-02-07,2023,2,2023-02,강남구,강남구,1.0,2,0,긍정
반포도 13억 내려…서울 집값 6주 만에 다시 하락폭 커졌다,2023.02.09 14:58,https://www.joongang.co.kr/article/25139419,"서울·경기·인천의 아파트값 하락 폭이 6주 만에 다시 커졌다. 지난달 규제지역 해제를 포함한 부동산 대책 발표로 5주 연속 하락 폭이 줄었다가 다시 낙폭이 커진 것이다. 부동산원 관계자는 ""시중금리 완화 기조로 매수 문의와 거래량이 소폭 늘었지만 매도인과 매수인 간 희망가격 격차가 여전히 크다""며 ""급매 위주의 하락 거래가 많은 상황""이라고 설명했다.",2023-02-09,2023,2,2023-02,서초구,서초구,-0.6,1,4,부정
입주권 '100억원'에 팔린 반포 이 아파트…입지 어떻길래,2023.02.10 13:00,https://www.joongang.co.kr/article/25139677,금리 인상의 여파로 부동산 시장이 극도로 침체한 가운데 서울 서초구 반포동 래미안원베일리 펜트하우스가 100억원에 거래됐다. 10일 국토교통부 실거래가 공개시스템에 따르면 이 아파트 전용 200.93㎡가 지난달 16일 100억원(35층)에 손바뀜했다. 이 아파트 전용 84㎡는 지난해 12월 32억원에 팔려 최고가 38억7407만원보다 7억원 가량 하락했다.,2023-02-10,2023,2,2023-02,서초구,서초구,-0.5,1,3,부정
반포 래미안 원베일리 입주권 ‘100억 원’에 팔렸다,2023.02.10 12:51,https://www.joongang.co.kr/article/25139676,"서울 서초구 반포동에 들어서는 ‘래미안원베일리’ 대형 평형 입주권이 100억원에 팔렸다. 이 단지는 서울 지하철 3·7·9호선 고속터미널역과 9호선 신반포역 쿼드러플 역세권에 있다. 당시 책정된 분양가는 역대 최고 수준이었지만, 시장에서는 고속터미널역 3·7·9호선과 선호 학군을 끼고 있는 입지 등으로 당첨시 10~15억원의 시세차익이 예상되는 ‘로또 청약’이라는 기대를 모아왔다.",2023-02-10,2023,2,2023-02,서초구,서초구,1.0,6,0,긍정
‘미니 신도시’ 압구정 재건축…한국판 베벌리 힐스 꿈꾼다유료 전용,2023.02.14 15:03,https://www.joongang.co.kr/article/25140496,"서울시 강남구 압구정 아파트 단지 인근에서 압구정강남공인중개사사무소를 운영 중인 박인구 대표의 말입니다. 박인구 대표는 ""재건축 단지 조합원이 새 아파트 분양권을 얻으려면 2년간 실거주해야 한다는 정부의 규제 방안이 나오면서 압구정 아파트 가격이 급등했다""고 설명합니다. 박인구 대표는 ""선견지명이 있는 집주인들은 일찌감치 자식 몫으로 압구정 아파트 1~2채를 추가로 매입해 놓은 상태""라며 ""압구정 아파트가 1만여 가구인데, 중복 소유주를 제외하면 재건축 조합원은 7000여 명 수준일 것""이라고 말했습니다.",2023-02-14,2023,2,2023-02,강남구,강남구,0.5,3,1,긍정
"외지인이 산 서울 아파트, 동작구·영등포구·서초구 순",2023.02.14 16:01,https://www.joongang.co.kr/article/25140515,"지난해 서울 밖에서 살면서 서울 아파트를 산 사람 중 20%는 동작구·영등포구·서초구를 택했다. 동작구·영등포구·서초구 등에 투자가 집중된 것은 생활 인프라와 도심 접근성이 좋고, 재개발·재건축 등 개발 가능성이 높기 때문으로 분석된다. 부동산업계 관계자는 ""외지인의 서울 아파트 매입은 교통여건, 교육환경, 직장·주거 근접, 생활 인프라, 적정 매매가, 개발 호재 등 다양한 요인이 반영된다""며 ""동작구와 영등포구, 서초구는 재개발·재건축 등의 정비사업으로 지역적인 발전 가능성이 높아 실거주와 투자 두 가지 수요를 흡수한 것으로 보인다""고 말했다.",2023-02-14,2023,2,2023-02,서초구,서초구,1.0,5,0,긍정
"""월세 100만원 넘어도 괜찮아""…서울 소형빌라 거래 급증 이유",2023.02.15 11:36,https://www.joongang.co.kr/article/25140736,"15일 부동산 정보제공업체 경제만랩이 국토교통부 실거래가 공개시스템을 분석한 결과 지난해 서울 소형빌라(전용면적 60㎡ 이하) 월세 거래 4만 3917건 가운데 월세 100만원이 넘는 거래는 6.9%인 3018건이었다. 월세 100만원이 넘는 서울 소형빌라는 2011년부터 2019년까지 매년 1000건을 밑돌다가 2020년 1027건, 2021년 1693건으로 증가하다 지난해 3000건을 넘겼다. 서울 25개 자치구 중 월세 100만원이 넘는 소형빌라 거래가 가장 많은 곳은 강남구(791건)였다.",2023-02-15,2023,2,2023-02,강남구,강남구,0.0,0,0,중립
"'영끌'해서 산 50억 아이파크삼성, 경매도 한번 유찰 돼 결국...",2023.02.17 13:50,https://www.joongang.co.kr/article/25141316,"17일 경매업계에 따르면 지난달 31일 삼성동 아이파크삼성 145㎡가 감정가 50억원에서 한 차례 유찰된 끝에 51억원에 매각됐다. 경매업계 관계자는 ""40억원가량의 대출을 통한 영끌 매수 사례로 볼 수 있다""며 ""1금융권 대출 한도 때문에 대부업체에서 추가 대출을 받았고, 이후 감당을 할 수 없으니 경매로 넘겨졌다""고 말했다. 지난해 12월 은마아파트 84㎡는 27억 9000만원(감정가)에 경매 시장에 나왔지만, 시세보다 높아 두 차례 유찰됐다.",2023-02-17,2023,2,2023-02,강남구,강남구,-0.3333333333333333,1,2,부정
거래 늘고 가격 오른 곳도…집값 바닥 찍었나,2023.02.20 00:03,https://www.joongang.co.kr/article/25141682,"19일 중앙일보가 국토교통부 실거래가 공개시스템을 분석한 결과, 서울 아파트 가운데 집값이 폭락했던 지난해 4분기(10~12월) 최저가보다 올해 1~2월(2월 19일까지 신고건 기준) 최고가가 높은 주택 유형(단지와 전용면적이 동일한)은 72곳으로 나타났다. 서초구 반포동 반포주공1단지 전용 140㎡는 지난해 12월 13일 66억원(5층)에 거래됐는데, 지난달 3일에는 이보다 11억5000만원 낮은 가격(54억5000만원)에 거래됐다. 박합수 건국대 부동산대학원 겸임교수는 ""금융당국이 금융권(은행) 지도를 통해 금리가 떨어지고는 있지만, 최소한 올해 상반기까지는 기준금리 인상이 마무리되지 않을 가능성이 높다""며 ""이에 따라 주택 시장 하락세도 당분간 이어질 것으로 보인다""고 했다.",2023-02-20,2023,2,2023-02,서초구,서초구,-1.0,0,3,부정
"35층 제한 풀렸다, 속도 내는 압구정 재건축",2023.02.20 00:35,https://www.joongang.co.kr/article/25141709,"서울시의 신속통합(신통)기획이 진행 중인 가운데, 서울 아파트 층수를 최고 35층 이하로 일률적으로 제한해 온 일명 ‘35층 룰’이 9년 만에 사라져 재건축 추진에 활기가 다시 돌고 있다. 가장 큰 걸림돌이었던 35층 층수 제한에 막혀 사업성 문제를 해결하지 못하던 3구역은 서울시의 규제 기조가 바뀌면서 재건축 사업에 활기를 띠고 있다. 박합수 교수는 ""압구정동 일대 아파트단지는 교육과 교통, 한강변 입지 때문에 재건축 사업이 진행될수록 가치가 상승할 것""이라며 ""전국 최고의 입지에 입성하기 위한 수요자의 관심이 계속 이어질 것""이라고 전망했다.",2023-02-20,2023,2,2023-02,강남구,강남구,0.5,3,1,긍정
"9년만에 없앤 걸림돌…""엄청난 부 이동"" 부자들 주목한 이곳",2023.02.20 00:39,https://www.joongang.co.kr/article/25141711,"서울시의 신속통합(신통)기획이 진행 중인 가운데, 서울 아파트 층수를 최고 35층 이하로 일률적으로 제한해 온 일명 ‘35층 룰’이 9년 만에 사라져 재건축 추진에 활기가 다시 돌고 있다. 가장 큰 걸림돌이었던 35층 층수 제한에 막혀 사업성 문제를 해결하지 못하던 3구역은 서울시의 규제 기조가 바뀌면서 재건축 사업에 활기를 띠고 있다. 박합수 교수는 ""압구정동 일대 아파트단지는 교육과 교통, 한강변 입지 때문에 재건축 사업이 진행될수록 가치가 상승할 것""이라며 ""전국 최고의 입지에 입성하기 위한 수요자의 관심이 계속 이어질 것""이라고 전망했다.",2023-02-20,2023,2,2023-02,강남구,강남구,0.5,3,1,긍정
"통일보다 어렵단 말 나온다, 구현대 재건축 진짜 난관유료 전용",2023.02.21 14:45,https://www.joongang.co.kr/article/25142086,"이후 압구정 구현대는 국내 최고 부촌 아파트로 자리 잡아 ‘부의 상징’이 됩니다. 하지만 전문가들은 압구정 구현대가 재건축되면 최고 부촌 타이틀을 되찾을 것으로 내다봅니다. 박합수 건국대 부동산대학원 겸임교수는 ""구현대가 재건축되면 낡은 아파트를 떠났던 ‘압구정 키즈’와 그들의 자녀들이 다시 돌아와 살 것""이라며 ""입주 후 최소 3.3㎡당 1억5000만원, 한강 조망 단지는 2억원에 달할 것으로 본다""고 전망했습니다.",2023-02-21,2023,2,2023-02,강남구,강남구,1.0,2,0,긍정
[단독] 서울 아파트 월세 84%가 전세보다 비싸다…이유 2가지,2023.02.22 16:49,https://www.joongang.co.kr/article/25142388,"이씨는 ""대출이자나 전·월세 전환율(보증금을 월세로 전환할 때 적용하는 비율) 등을 고려해 계산할 때 월세가 전세보다 비싼 경우가 대부분""이라고 말했다. 실제 22일 중앙일보가 네이버 부동산에 등록된 서울 주요 아파트 단지의 전·월세 물건을 전수 조사한 결과, 이들 단지의 월세 물건 중 83.7%(6113/7303건)가 전세 시세보다 비싼 것으로 조사됐다. 자신 소유의 경기도 하남시 아파트를 전세로 주고 송파구 가락동의 월셋집을 얻어 사는 김모(49)씨는""기존에는 전세자금 대출을 받아 전셋집을 구해 살았는데 올 초 집을 옮기려다 보니 부부합산 소득이 1억원이 넘는다는 이유로 대출이 딱 막혔다""며 ""울며 겨자 먹기 식으로 더 비싼 월세를 택할 수밖에 없었다""고 말했다.",2023-02-22,2023,2,2023-02,송파구,송파구,-1.0,0,1,부정
"3375세대 강남 개포자이, 준공승인 지연에 조합원 구청서 한때 시위",2023.02.28 10:55,https://www.joongang.co.kr/article/25143701,"3375세대 대규모 단지인 서울 강남구 개포동 ‘개포자이 프레진던스’가 준공 승인이 미뤄지면서 조합원이 28일 오전 강남구청 주차장에서 항의 시위를 하는 소동이 빚어졌다. 강남구청 측은 ""어린이집이나 우체국 등 공공청사 기여분이 기반시설로 조정돼 있어야 하는데, 이 부분이 해결되지 않아 최종 준공승인을 할 수 없었다""고 설명했다. 주민들이 정상적으로 입주할 수 있도록 강남구청은 이날 오전 준공 승인을 해 입주에는 차질이 없는 것으로 알려졌다.",2023-02-28,2023,2,2023-02,강남구,강남구,0.0,1,1,중립
"“택이아빠 은마를 사이소!”…그 주인공, 49층 금마 되나",2023.03.02 13:58,https://www.joongang.co.kr/article/25144234,서울 강남구 대치동 은마아파트는 강남 재건축을 넘어 국내 재건축 사업의 상징과도 같은 단지입니다. 그런데 왜 은마가 대한민국 재건축 아파트의 아이콘이 됐을까요                                    은마는 건립 당시부터 동양 최대 아파트 단지로 전국적인 주목을 받습니다. 이런 은마가 재건축 아파트의 상징이 된 것은 일찌감치 재건축 사업을 추진했기 때문입니다.,2023-03-02,2023,3,2023-03,강남구,강남구,1.0,1,0,긍정
“오가는 운전기사만 수백명”…은마보다 비싼 서빙고 신동아,2023.03.02 07:23,https://www.joongang.co.kr/article/25144161,"""서울에서 가장 비싼 아파트라면 으레 압구정동 현대·한양아파트와 서초동 삼풍아파트, 서빙고동 신동아아파트를 꼽는다"". 만약 ‘부알못’(부동산을 잘 알지 못하는 사람)이라면 ""서빙고동 신동아아파트가 왜 거기서 나와""라고 반문할 수 있을 겁니다. 83~84년 네 차례에 걸쳐 분양했는데, 당시 분양가는 전용면적 95㎡(31평)가 3317만원, 140㎡(46평) 6247만원, 166㎡(55평) 7396만원, 210㎡(69평)가 9314만원이었습니다.",2023-03-02,2023,3,2023-03,강남구,"강남구, 서초구",1.0,1,0,긍정
58억→45억→58억→계약취소…현대 아파트 집값 미스터리,2023.03.07 05:01,https://www.joongang.co.kr/article/25145223,"지난해 5월 58억원(4층)에 계약된 서울 강남구 압구정동 현대 6·7차 아파트 전용 169㎡가 7개월 만인 지난달 14일 돌연 계약 취소된 것으로 확인됐다. 인근에서 영업 중인 한 공인중개사는 ""지난해 5월 58억원에 거래된 집과 올해 2월 58억원에 거래된 집이 같은 것으로 알고 있다""며 ""지난해 거래가 7개월 뒤 취소되고 다시 등록된 정확한 사유는 모르겠다""고 설명했다. 홍기원 의원은 ""현재 거래가 없는 상황에서 계약후 거래 취소는 ‘실거래 띄우기’와 같은 부동산 시세조작일 가능성을 배제할 수 없다""며 ""느슨한 부동산 거래 취소 보고절차를 정교하게 가다듬어 취소 사유를 정확하게 검증해야 한다""고 강조했다.",2023-03-07,2023,3,2023-03,강남구,강남구,0.0,0,0,중립
석달전 비명 지르던 '엘리트' 무슨일…잠실5단지 4억 뛰었다,2023.03.09 16:34,https://www.joongang.co.kr/article/25145913,"‘32억7880만원(2021년 11월)→22억4500만원(지난해 12월)→25억7600만원(2월 말)’    서울 송파구 잠실동 잠실주공5단지 82㎡(이하 전용면적)의 실거래 가격 추이다. 서울 송파구 아파트값이 다시 꿈틀대고 있다. 서울부동산정보광장에 따르면 지난달 매매된 송파구 아파트는 191건으로, 서울 전체 거래량의 10.4%를 차지했다.",2023-03-09,2023,3,2023-03,송파구,송파구,0.0,0,0,중립
잠실5단지 석달 새 4억 쑥…집값이 갑자기 올랐다?,2023.03.10 00:03,https://www.joongang.co.kr/article/25146021,"‘32억7880만원(2021년 11월)→22억4500만원(지난해 12월)→25억7600만원(2월 말)’    서울 송파구 잠실동 잠실주공5단지 82㎡(이하 전용면적)의 실거래 가격 추이다. 서울 송파구 아파트값이 다시 꿈틀대고 있다. 9일 한국부동산원에 따르면 지난 6일 기준 송파구 아파트값 주간 상승률은 0.03%로, 지난해 5월 23일 이후 42주 만에 반등했다.",2023-03-10,2023,3,2023-03,송파구,송파구,1.0,1,0,긍정
